,PlayKey,time,event,x,y,dir,dis,o,s,PlayerKey,GameKey,PlayKeyID,dist_x,dist_y,true_dist,turn,turn_agg,true_speed,dir_o_diff,45_turn,180_turn,cumsum_45,cumsum_180
2449,26624-1-10,17.7,ball_snap,18.34,27.45,34.18,0.02,253.74,0.25,26624,1,10,-0.010000000000001563,0.00999999999999801,0.014142135623730649,-0.6499999999999986,-9.219999999999999,0.0007989907132051214,-219.56,0,0,7,3
2450,26624-1-10,17.8,ball_snap,18.34,27.46,40.59,0.01,249.79,0.16,26624,1,10,0.0,0.010000000000001563,0.010000000000001563,6.410000000000004,-0.45999999999999375,0.0005617977528090765,-209.2,0,0,7,3
2451,26624-1-10,17.9,ball_snap,18.34,27.47,73.84,0.01,245.29,0.09,26624,1,10,0.0,0.00999999999999801,0.00999999999999801,33.25,35.25,0.0005586592178769839,-171.45,0,0,7,3
2452,26624-1-10,18.0,ball_snap,18.34,27.48,127.25,0.01,240.28,0.11,26624,1,10,0.0,0.010000000000001563,0.010000000000001563,53.41,90.28999999999999,0.0005555555555556424,-113.03,1,0,8,3
2453,26624-1-10,18.1,ball_snap,18.34,27.49,149.83,0.01,234.72,0.16,26624,1,10,0.0,0.00999999999999801,0.00999999999999801,22.580000000000013,115.0,0.0005524861878451939,-84.88999999999999,0,0,8,3
2454,26624-1-10,18.2,ball_snap,18.35,27.49,159.96,0.01,228.3,0.23,26624,1,10,0.010000000000001563,0.0,0.010000000000001563,10.129999999999995,125.78,0.0005494505494506353,-68.34,0,0,8,3
2455,26624-1-10,18.3,ball_snap,18.35,27.49,165.07,0.01,221.32,0.3,26624,1,10,0.0,0.0,0.0,5.109999999999985,124.47999999999999,0.0,-56.25,0,0,8,3
2456,26624-1-10,18.4,pass_forward,18.35,27.47,166.16,0.01,214.53,0.36,26624,1,10,0.0,-0.019999999999999574,0.019999999999999574,1.0900000000000034,92.32,0.0010869565217391072,-48.370000000000005,0,0,8,3
2457,26624-1-10,18.5,pass_forward,18.35,27.45,165.63,0.02,208.83,0.41,26624,1,10,0.0,-0.019999999999999574,0.019999999999999574,-0.5300000000000011,38.379999999999995,0.0010810810810810581,-43.20000000000002,0,0,8,3
2458,26624-1-10,18.6,pass_forward,18.36,27.41,165.13,0.05,204.76,0.45,26624,1,10,0.00999999999999801,-0.03999999999999915,0.04123105625617529,-0.5,15.299999999999983,0.00221672345463308,-39.629999999999995,0,0,8,3
2459,26624-1-10,18.7,pass_forward,18.38,27.33,165.81,0.08,202.03,0.5,26624,1,10,0.019999999999999574,-0.08000000000000185,0.0824621125123549,0.6800000000000068,5.849999999999994,0.004409738637024326,-36.22,0,0,8,3
2460,26624-1-10,18.8,pass_forward,18.41,27.23,167.28,0.1,200.56,0.53,26624,1,10,0.030000000000001137,-0.09999999999999787,0.10440306508910378,1.4699999999999989,2.210000000000008,0.0055533545260161585,-33.28,0,0,8,3
2461,26624-1-10,18.9,pass_forward,18.45,27.14,168.81,0.1,200.24,0.57,26624,1,10,0.03999999999999915,-0.08999999999999986,0.09848857801796057,1.5300000000000011,2.6500000000000057,0.005211035873966168,-31.430000000000007,0,0,8,3
2462,26624-1-10,19.0,pass_forward,18.48,27.06,169.73,0.09,200.53,0.59,26624,1,10,0.030000000000001137,-0.08000000000000185,0.08544003745317744,0.9199999999999875,4.099999999999994,0.004496844076483023,-30.80000000000001,0,0,8,3
2463,26624-1-10,19.1,pass_forward,18.5,26.98,170.82,0.09,201.17,0.6,26624,1,10,0.019999999999999574,-0.0799999999999983,0.08246211251235146,1.0900000000000034,5.689999999999998,0.004317388089651908,-30.349999999999994,0,0,8,3
2464,26624-1-10,19.2,pass_forward,18.51,26.88,172.39,0.09,201.95,0.61,26624,1,10,0.010000000000001563,-0.10000000000000142,0.10049875621121047,1.5699999999999932,6.579999999999984,0.005234310219333879,-29.560000000000002,0,0,8,3
2465,26624-1-10,19.3,pass_forward,18.52,26.79,174.08,0.09,202.9,0.61,26624,1,10,0.00999999999999801,-0.08999999999999986,0.09055385138137381,1.6900000000000261,6.800000000000011,0.004691909397998643,-28.819999999999993,0,0,8,3
2466,26624-1-10,19.4,pass_forward,18.53,26.72,175.79,0.07,204.1,0.61,26624,1,10,0.010000000000001563,-0.07000000000000028,0.07071067811865525,1.7099999999999795,6.97999999999999,0.0036448803153946007,-28.310000000000002,0,0,8,3
2467,26624-1-10,19.5,pass_forward,18.55,26.66,177.91,0.06,205.46,0.59,26624,1,10,0.019999999999999574,-0.05999999999999872,0.06324555320336624,2.1200000000000045,8.180000000000007,0.00324336170273673,-27.55000000000001,0,0,8,3
2468,26624-1-10,19.6,pass_outcome_incomplete,18.56,26.59,181.01,0.07,206.37,0.56,26624,1,10,0.00999999999999801,-0.07000000000000028,0.07071067811865475,3.0999999999999943,10.189999999999998,0.003607687659115038,-25.360000000000014,0,0,8,3
2469,26624-1-10,19.7,pass_outcome_incomplete,18.55,26.53,186.55,0.06,206.41,0.51,26624,1,10,-0.00999999999999801,-0.05999999999999872,0.06082762530298061,5.5400000000000205,14.160000000000025,0.0030876967158873407,-19.859999999999985,0,0,8,3
2470,26624-1-10,19.8,pass_outcome_incomplete,18.54,26.48,193.41,0.06,205.48,0.48,26624,1,10,-0.010000000000001563,-0.05000000000000071,0.050990195135928854,6.859999999999985,19.329999999999984,0.002575262380602467,-12.069999999999993,0,0,8,3
2471,26624-1-10,19.9,pass_outcome_incomplete,18.53,26.45,200.83,0.03,203.96,0.45,26624,1,10,-0.00999999999999801,-0.030000000000001137,0.03162277660168424,7.420000000000016,25.04000000000002,0.0015890842513409168,-3.1299999999999955,0,0,8,3
2472,26624-1-10,20.0,pass_outcome_incomplete,18.52,26.43,208.46,0.03,201.85,0.42,26624,1,10,-0.010000000000001563,-0.019999999999999574,0.022360679774998216,7.6299999999999955,30.55000000000001,0.0011180339887499108,6.610000000000014,0,0,8,3
2473,26624-1-10,20.1,pass_outcome_incomplete,18.49,26.4,216.49,0.03,199.1,0.41,26624,1,10,-0.030000000000001137,-0.030000000000001137,0.04242640687119446,8.030000000000001,35.48000000000002,0.002110766511004699,17.390000000000015,0,0,8,3
2474,26624-1-10,20.2,pass_outcome_incomplete,18.47,26.38,224.69,0.03,195.92,0.41,26624,1,10,-0.019999999999999574,-0.019999999999999574,0.028284271247461298,8.199999999999989,38.139999999999986,0.0014002114478941236,28.77000000000001,0,0,8,3
2475,26624-1-10,20.3,pass_outcome_incomplete,18.43,26.37,231.1,0.04,192.4,0.43,26624,1,10,-0.03999999999999915,-0.00999999999999801,0.04123105625617529,6.409999999999997,37.69,0.0020310865150825266,38.69999999999999,0,0,8,3
2476,26624-1-10,20.4,pass_outcome_incomplete,18.4,26.35,235.06,0.04,188.83,0.46,26624,1,10,-0.030000000000001137,-0.019999999999999574,0.036055512754640605,3.960000000000008,34.22999999999999,0.001767427095815716,46.22999999999999,0,0,8,3
2477,26624-1-10,20.5,pass_outcome_incomplete,18.36,26.33,238.21,0.04,185.24,0.49,26624,1,10,-0.03999999999999915,-0.020000000000003126,0.04472135954999643,3.1500000000000057,29.75,0.0021815297341461672,52.97,0,0,8,3
2478,26624-1-10,20.6,pass_outcome_incomplete,18.31,26.31,239.82,0.05,181.75,0.51,26624,1,10,-0.05000000000000071,-0.019999999999999574,0.05385164807134554,1.6099999999999852,23.329999999999984,0.0026141576733662883,58.06999999999999,0,0,8,3
2479,26624-1-10,20.7,pass_outcome_incomplete,18.25,26.31,241.41,0.06,178.4,0.53,26624,1,10,-0.05999999999999872,0.0,0.05999999999999872,1.5900000000000034,16.72,0.0028985507246376196,63.00999999999999,0,0,8,3
2480,26624-1-10,20.8,pass_outcome_incomplete,18.19,26.3,241.34,0.06,175.3,0.55,26624,1,10,-0.05999999999999872,-0.00999999999999801,0.06082762530298061,-0.06999999999999318,10.240000000000009,0.0029244050626432982,66.03999999999999,0,0,8,3
2481,26624-1-10,20.9,pass_outcome_incomplete,18.14,26.31,240.89,0.06,172.45,0.58,26624,1,10,-0.05000000000000071,0.00999999999999801,0.05099019513592816,-0.45000000000001705,5.829999999999984,0.0024397222553075677,68.44,0,0,8,3
2482,26624-1-10,21.0,pass_outcome_incomplete,18.07,26.3,238.92,0.07,169.75,0.6,26624,1,10,-0.07000000000000028,-0.00999999999999801,0.07071067811865475,-1.9699999999999989,0.7099999999999795,0.003367175148507369,69.16999999999999,0,0,8,3
2483,26624-1-10,21.1,pass_outcome_incomplete,18.0,26.27,236.32,0.08,166.94,0.63,26624,1,10,-0.07000000000000028,-0.030000000000001137,0.0761577310586398,-2.5999999999999943,-3.5,0.0036093711402198953,69.38,0,0,8,3
2484,26624-1-10,21.2,pass_outcome_incomplete,17.93,26.24,233.19,0.08,164.05,0.65,26624,1,10,-0.07000000000000028,-0.030000000000001137,0.0761577310586398,-3.1299999999999955,-8.219999999999999,0.0035923458046528208,69.13999999999999,0,0,8,3
2485,26624-1-10,21.3,pass_outcome_incomplete,17.86,26.18,230.42,0.08,161.2,0.67,26624,1,10,-0.07000000000000028,-0.05999999999999872,0.09219544457292826,-2.7700000000000102,-10.920000000000016,0.004328424627837007,69.22,0,0,8,3
2486,26624-1-10,21.4,pass_outcome_incomplete,17.8,26.13,227.73,0.08,158.45,0.69,26624,1,10,-0.05999999999999872,-0.05000000000000071,0.07810249675906603,-2.6899999999999977,-13.159999999999997,0.0036496493812647676,69.28,0,0,8,3
2487,26624-1-10,21.5,pass_outcome_incomplete,17.75,26.07,224.76,0.08,155.67,0.71,26624,1,10,-0.05000000000000071,-0.05999999999999872,0.07810249675906603,-2.969999999999999,-14.159999999999997,0.0036326742678635363,69.09,0,0,8,3
2488,26624-1-10,21.6,pass_outcome_incomplete,17.71,26.02,222.02,0.07,152.75,0.73,26624,1,10,-0.03999999999999915,-0.05000000000000071,0.06403124237432851,-2.7399999999999807,-14.299999999999983,0.0029644093691818755,69.27000000000001,0,0,8,3
2489,26624-1-10,21.7,pass_outcome_incomplete,17.66,25.97,219.11,0.07,149.57,0.76,26624,1,10,-0.05000000000000071,-0.05000000000000071,0.07071067811865576,-2.9099999999999966,-14.079999999999984,0.0032585565953297587,69.54000000000002,0,0,8,3
2490,26624-1-10,21.8,pass_outcome_incomplete,17.61,25.92,216.21,0.07,146.04,0.79,26624,1,10,-0.05000000000000071,-0.04999999999999716,0.07071067811865325,-2.9000000000000057,-14.20999999999998,0.003243609088011617,70.17000000000002,0,0,8,3
2491,26624-1-10,21.9,pass_outcome_incomplete,17.57,25.84,213.12,0.09,142.07,0.82,26624,1,10,-0.03999999999999915,-0.08000000000000185,0.08944271909999287,-3.0900000000000034,-14.609999999999985,0.0040841424246572085,71.05000000000001,0,0,8,3
2492,26624-1-10,22.0,pass_outcome_incomplete,17.52,25.75,209.92,0.1,137.91,0.85,26624,1,10,-0.05000000000000071,-0.08999999999999986,0.10295630140987024,-3.200000000000017,-14.840000000000003,0.004679831882266829,72.00999999999999,0,0,8,3
2493,26624-1-10,22.1,pass_outcome_incomplete,17.49,25.66,206.88,0.1,133.4,0.86,26624,1,10,-0.030000000000001137,-0.08999999999999986,0.09486832980505161,-3.039999999999992,-15.140000000000015,0.004292684606563421,73.47999999999999,0,0,8,3
2494,26624-1-10,22.2,pass_outcome_incomplete,17.46,25.57,204.66,0.09,128.4,0.87,26624,1,10,-0.029999999999997584,-0.08999999999999986,0.09486832980505049,-2.219999999999999,-14.450000000000017,0.004273348189416689,76.25999999999999,0,0,8,3
2495,26624-1-10,22.3,pass_outcome_incomplete,17.43,25.49,202.42,0.09,122.96,0.87,26624,1,10,-0.030000000000001137,-0.08000000000000185,0.08544003745317744,-2.240000000000009,-13.79000000000002,0.003831391814043831,79.46,0,0,8,3
2496,26624-1-10,22.4,pass_outcome_incomplete,17.4,25.4,200.6,0.09,117.08,0.89,26624,1,10,-0.030000000000001137,-0.08999999999999986,0.09486832980505161,-1.8199999999999932,-12.52000000000001,0.004235193294868375,83.52,0,0,8,3
2497,26624-1-10,22.5,pass_outcome_incomplete,17.37,25.33,198.73,0.08,110.86,0.91,26624,1,10,-0.029999999999997584,-0.07000000000000028,0.07615773105863839,-1.8700000000000045,-11.189999999999998,0.0033847880470505953,87.86999999999999,0,0,8,3
2498,26624-1-10,22.6,pass_outcome_incomplete,17.34,25.25,197.4,0.09,104.57,0.92,26624,1,10,-0.030000000000001137,-0.0799999999999983,0.08544003745317412,-1.329999999999984,-9.47999999999999,0.003780532630671421,92.83000000000001,0,0,8,3
2499,26624-1-10,22.7,pass_outcome_incomplete,17.3,25.15,196.12,0.1,98.51,0.93,26624,1,10,-0.03999999999999915,-0.10000000000000142,0.10770329614269109,-1.2800000000000011,-8.539999999999992,0.0047446385965943215,97.61,0,0,8,3
2500,26624-1-10,22.8,pass_outcome_incomplete,17.26,25.05,195.16,0.1,93.02,0.94,26624,1,10,-0.03999999999999915,-0.09999999999999787,0.10770329614268778,-0.960000000000008,-7.259999999999991,0.00472382877818806,102.14,0,0,8,3
2501,26624-1-10,22.9,pass_outcome_incomplete,17.24,24.95,194.24,0.1,88.2,0.94,26624,1,10,-0.020000000000003126,-0.10000000000000142,0.10198039027185771,-0.9199999999999875,-6.359999999999985,0.004453292151609507,106.04,0,0,8,3
2502,26624-1-10,23.0,pass_outcome_incomplete,17.23,24.85,194.07,0.1,83.97,0.94,26624,1,10,-0.00999999999999801,-0.09999999999999787,0.10049875621120657,-0.17000000000001592,-4.659999999999997,0.004369511139617677,110.1,0,0,8,3
2503,26624-1-10,23.1,pass_outcome_incomplete,17.21,24.76,193.78,0.09,80.26,0.94,26624,1,10,-0.019999999999999574,-0.08999999999999986,0.09219544457292865,-0.28999999999999204,-3.6200000000000045,0.0039911447867068675,113.52,0,0,8,3
2504,26624-1-10,23.2,pass_outcome_incomplete,17.2,24.67,193.59,0.09,76.93,0.94,26624,1,10,-0.010000000000001563,-0.08999999999999986,0.0905538513813742,-0.18999999999999773,-2.530000000000001,0.003903183249197164,116.66,0,0,8,3
2505,26624-1-10,23.3,pass_outcome_incomplete,17.19,24.58,193.71,0.1,74.54,0.94,26624,1,10,-0.00999999999999801,-0.09000000000000341,0.09055385138137734,0.12000000000000455,-1.4499999999999886,0.0038864313897586837,119.17,0,0,8,3
2506,26624-1-10,23.4,pass_outcome_incomplete,17.18,24.48,194.13,0.1,73.22,0.95,26624,1,10,-0.010000000000001563,-0.09999999999999787,0.10049875621120694,0.4199999999999875,-0.11000000000001364,0.0042948186415045705,120.91,0,0,8,3
2507,26624-1-10,23.5,pass_outcome_incomplete,17.17,24.39,194.56,0.09,72.81,0.96,26624,1,10,-0.00999999999999801,-0.08999999999999986,0.09055385138137381,0.4300000000000068,0.4900000000000091,0.0038533553779308005,121.75,0,0,8,3
2508,26624-1-10,23.6,pass_outcome_incomplete,17.14,24.31,194.92,0.09,73.12,0.95,26624,1,10,-0.030000000000001137,-0.08000000000000185,0.08544003745317744,0.3599999999999852,1.1399999999999864,0.003620340570049891,121.79999999999998,0,0,8,3
2509,26624-1-10,23.7,pass_outcome_incomplete,17.12,24.21,195.44,0.1,74.02,0.95,26624,1,10,-0.019999999999999574,-0.09999999999999787,0.10198039027185353,0.5200000000000102,1.8499999999999943,0.004302970053664706,121.42,0,0,8,3
2510,26624-1-10,23.8,pass_outcome_incomplete,17.1,24.11,195.95,0.1,75.16,0.95,26624,1,10,-0.019999999999999574,-0.10000000000000142,0.10198039027185701,0.5099999999999909,2.2399999999999807,0.004284890347557017,120.78999999999999,0,0,8,3
2511,26624-1-10,23.9,pass_outcome_incomplete,17.08,24.02,196.68,0.1,76.64,0.94,26624,1,10,-0.020000000000003126,-0.08999999999999986,0.09219544457292943,0.7300000000000182,2.5500000000000114,0.0038575499821309387,120.04,0,0,8,3
2512,26624-1-10,24.0,pass_outcome_incomplete,17.06,23.93,197.77,0.09,78.28,0.93,26624,1,10,-0.019999999999999574,-0.08999999999999986,0.09219544457292865,1.0900000000000034,3.210000000000008,0.0038414768572053604,119.49000000000001,0,0,8,3
2513,26624-1-10,24.1,pass_outcome_incomplete,17.03,23.84,199.54,0.09,80.29,0.91,26624,1,10,-0.029999999999997584,-0.08999999999999986,0.09486832980505049,1.7699999999999818,4.6200000000000045,0.003936445220126576,119.24999999999999,0,0,8,3
2514,26624-1-10,24.2,pass_outcome_incomplete,17.0,23.76,201.73,0.09,82.84,0.9,26624,1,10,-0.030000000000001137,-0.0799999999999983,0.08544003745317412,2.1899999999999977,6.289999999999992,0.0035305800600485176,118.88999999999999,0,0,8,3
2515,26624-1-10,24.3,pass_outcome_incomplete,16.95,23.67,204.2,0.1,86.05,0.88,26624,1,10,-0.05000000000000071,-0.08999999999999986,0.10295630140987024,2.469999999999999,8.25,0.004236884831681903,118.14999999999999,0,0,8,3
2516,26624-1-10,24.4,pass_outcome_incomplete,16.9,23.58,206.17,0.1,90.09,0.87,26624,1,10,-0.05000000000000071,-0.09000000000000341,0.10295630140987333,1.9699999999999989,9.48999999999998,0.004219520549584973,116.07999999999998,0,0,8,3
2517,26624-1-10,24.5,pass_outcome_incomplete,16.85,23.5,207.55,0.09,94.55,0.86,26624,1,10,-0.04999999999999716,-0.0799999999999983,0.09433981132056309,1.3800000000000239,9.780000000000001,0.0038506045436964525,113.00000000000001,0,0,8,3
2518,26624-1-10,24.6,pass_outcome_incomplete,16.81,23.41,209.49,0.1,99.25,0.85,26624,1,10,-0.0400000000000027,-0.08999999999999986,0.09848857801796201,1.9399999999999977,9.950000000000017,0.00400360073243748,110.24000000000001,0,0,8,3
2519,26624-1-10,24.7,pass_outcome_incomplete,16.77,23.31,212.11,0.1,104.33,0.84,26624,1,10,-0.03999999999999915,-0.10000000000000142,0.10770329614269109,2.6200000000000045,10.380000000000024,0.00436045733371219,107.78000000000002,0,0,8,3
2520,26624-1-10,24.8,pass_outcome_incomplete,16.74,23.23,215.0,0.09,110.0,0.82,26624,1,10,-0.030000000000001137,-0.0799999999999983,0.08544003745317412,2.8899999999999864,10.800000000000011,0.0034451628005312145,105.0,0,0,8,3
2521,26624-1-10,24.9,pass_outcome_incomplete,16.7,23.17,218.02,0.07,116.02,0.81,26624,1,10,-0.03999999999999915,-0.05999999999999872,0.07211102550927824,3.0200000000000102,11.850000000000023,0.002896025120854548,102.00000000000001,0,0,8,3
2522,26624-1-10,25.0,pass_outcome_incomplete,16.65,23.12,220.88,0.07,122.29,0.79,26624,1,10,-0.05000000000000071,-0.05000000000000071,0.07071067811865576,2.859999999999985,13.329999999999984,0.0028284271247462304,98.58999999999999,0,0,8,3
2523,26624-1-10,25.1,pass_outcome_incomplete,16.6,23.08,223.12,0.07,128.42,0.78,26624,1,10,-0.04999999999999716,-0.0400000000000027,0.06403124237432796,2.240000000000009,13.629999999999995,0.0025510455129214324,94.70000000000002,0,0,8,3
2524,26624-1-10,25.2,pass_outcome_incomplete,16.54,23.04,224.85,0.07,134.33,0.77,26624,1,10,-0.060000000000002274,-0.03999999999999915,0.07211102550928121,1.7299999999999898,12.73999999999998,0.002861548631320683,90.51999999999998,0,0,8,3
2525,26624-1-10,25.3,pass_outcome_incomplete,16.48,22.99,226.6,0.08,139.99,0.76,26624,1,10,-0.05999999999999872,-0.05000000000000071,0.07810249675906603,1.75,11.599999999999994,0.003087055207868222,86.60999999999999,0,0,8,3
2526,26624-1-10,25.4,pass_outcome_incomplete,16.43,22.93,228.43,0.08,145.32,0.74,26624,1,10,-0.05000000000000071,-0.05999999999999872,0.07810249675906603,1.8300000000000125,10.409999999999997,0.0030749014472073242,83.11000000000001,0,0,8,3
2527,26624-1-10,25.5,pass_outcome_incomplete,16.37,22.87,230.37,0.08,150.37,0.73,26624,1,10,-0.05999999999999872,-0.05999999999999872,0.08485281374238389,1.9399999999999977,9.490000000000009,0.003327561323230741,80.0,0,0,8,3
2528,26624-1-10,25.6,pass_outcome_incomplete,16.3,22.84,232.69,0.07,154.92,0.71,26624,1,10,-0.07000000000000028,-0.030000000000001137,0.0761577310586398,2.319999999999993,9.569999999999993,0.0029749113694781167,77.77000000000001,0,0,8,3
2529,26624-1-10,25.7,pass_outcome_incomplete,16.23,22.81,234.65,0.08,159.11,0.7,26624,1,10,-0.07000000000000028,-0.030000000000001137,0.0761577310586398,1.960000000000008,9.800000000000011,0.0029633358388575794,75.53999999999999,0,0,8,3
2530,26624-1-10,25.8,pass_outcome_incomplete,16.16,22.78,235.64,0.07,163.12,0.69,26624,1,10,-0.07000000000000028,-0.029999999999997584,0.07615773105863839,0.9899999999999807,9.039999999999992,0.0029518500410324958,72.51999999999998,0,0,8,3
2531,26624-1-10,25.9,pass_outcome_incomplete,16.1,22.76,236.41,0.07,167.0,0.67,26624,1,10,-0.05999999999999872,-0.019999999999999574,0.06324555320336624,0.7700000000000102,7.97999999999999,0.0024419132510952214,69.41,0,0,8,3
2532,26624-1-10,26.0,pass_outcome_incomplete,16.04,22.73,237.07,0.07,170.58,0.65,26624,1,10,-0.060000000000002274,-0.030000000000001137,0.06708203932499623,0.6599999999999966,6.699999999999989,0.002580078435576778,66.48999999999998,0,0,8,3
2533,26624-1-10,26.1,pass_outcome_incomplete,15.97,22.68,238.06,0.08,174.22,0.63,26624,1,10,-0.06999999999999851,-0.05000000000000071,0.08602325267042546,0.9900000000000091,5.3700000000000045,0.003295910064000975,63.84,0,0,8,3
2534,26624-1-10,26.2,pass_outcome_incomplete,15.91,22.64,239.72,0.07,178.3,0.59,26624,1,10,-0.0600000000000005,-0.03999999999999915,0.07211102550927972,1.6599999999999966,5.069999999999993,0.00275232921791144,61.41999999999999,0,0,8,3
2535,26624-1-10,26.3,pass_outcome_incomplete,15.86,22.61,241.63,0.07,182.82,0.55,26624,1,10,-0.05000000000000071,-0.030000000000001137,0.0583095189484542,1.9099999999999966,5.990000000000009,0.0022170919752263953,58.81,0,0,8,3
2536,26624-1-10,26.4,pass_outcome_incomplete,15.8,22.58,243.33,0.06,187.58,0.5,26624,1,10,-0.05999999999999872,-0.030000000000001137,0.06708203932499306,1.700000000000017,6.920000000000016,0.002540986338067919,55.75,0,0,8,3
2537,26624-1-10,26.5,pass_outcome_incomplete,15.76,22.54,243.79,0.06,192.6,0.45,26624,1,10,-0.040000000000000924,-0.03999999999999915,0.05656854249492385,0.45999999999997954,6.719999999999999,0.0021346619809405228,51.19,0,0,8,3
2538,26624-1-10,26.6,pass_outcome_incomplete,15.72,22.5,243.48,0.05,197.96,0.4,26624,1,10,-0.03999999999999915,-0.03999999999999915,0.056568542494922595,-0.3100000000000023,5.4199999999999875,0.0021266369358993458,45.51999999999998,0,0,8,3
2539,26624-1-10,26.7,pass_outcome_incomplete,15.68,22.47,243.2,0.05,203.39,0.35,26624,1,10,-0.040000000000000924,-0.030000000000001137,0.05000000000000142,-0.28000000000000114,3.4799999999999898,0.0018726591760300157,39.81,0,0,8,3
2540,26624-1-10,26.8,pass_outcome_incomplete,15.65,22.45,242.87,0.04,208.77,0.29,26624,1,10,-0.02999999999999936,-0.019999999999999574,0.03605551275463912,-0.3299999999999841,1.240000000000009,0.0013453549535313103,34.099999999999994,0,0,8,3
2541,26624-1-10,26.9,pass_outcome_incomplete,15.61,22.44,243.62,0.04,214.02,0.22,26624,1,10,-0.040000000000000924,-0.00999999999999801,0.04123105625617702,0.75,0.28999999999999204,0.0015327530206757257,29.599999999999994,0,0,8,3
2542,26624-1-10,27.0,pass_outcome_incomplete,15.58,22.44,244.9,0.03,219.23,0.14,26624,1,10,-0.02999999999999936,0.0,0.02999999999999936,1.2800000000000011,1.1100000000000136,0.0011111111111110875,25.670000000000016,0,0,8,3
2543,26624-1-10,27.1,pass_outcome_incomplete,15.55,22.45,245.18,0.02,224.51,0.07,26624,1,10,-0.02999999999999936,0.00999999999999801,0.031622776601682556,0.28000000000000114,1.700000000000017,0.0011668921255233414,20.670000000000016,0,0,8,3
2544,26624-1-10,27.2,pass_outcome_incomplete,15.55,22.45,223.11,0.01,229.89,0.02,26624,1,10,0.0,0.0,0.0,-22.069999999999993,-20.089999999999975,0.0,-6.779999999999973,0,0,8,3
2545,26624-1-10,27.3,pass_outcome_incomplete,15.56,22.47,75.42,0.01,235.25,0.05,26624,1,10,0.009999999999999787,0.019999999999999574,0.02236067977499742,-147.69,-167.45,0.0008190725192306746,-159.82999999999998,1,0,9,3
2546,26624-1-10,27.4,pass_outcome_incomplete,15.57,22.48,67.02,0.02,240.19,0.08,26624,1,10,0.009999999999999787,0.010000000000001563,0.014142135623731905,-8.400000000000006,-176.6,0.0005161363366325513,-173.17000000000002,0,0,9,3
2547,26624-1-10,27.5,pass_outcome_incomplete,15.58,22.49,65.11,0.02,244.76,0.12,26624,1,10,0.009999999999999787,0.00999999999999801,0.014142135623729393,-1.9099999999999966,-179.79,0.0005142594772265234,-179.64999999999998,0,0,9,3
2548,26624-1-11,0.0,pass_outcome_incomplete,15.95,22.58,289.98,0.0,259.42,0.01,26624,1,11,0.3699999999999992,0.08999999999999986,0.3807886552931946,224.87,44.80000000000001,inf,30.560000000000002,1,1,10,4
2549,26624-1-11,0.1,pass_outcome_incomplete,15.95,22.58,289.79,0.0,259.28,0.01,26624,1,11,0.0,0.0,0.0,-0.18999999999999773,66.68,0.0,30.510000000000048,0,0,10,4
2550,26624-1-11,0.2,pass_outcome_incomplete,15.95,22.58,285.75,0.0,259.14,0.01,26624,1,11,0.0,0.0,0.0,-4.0400000000000205,210.32999999999998,0.0,26.610000000000014,0,0,10,4
2551,26624-1-11,0.3,pass_outcome_incomplete,15.95,22.58,278.44,0.0,259.0,0.01,26624,1,11,0.0,0.0,0.0,-7.310000000000002,211.42,0.0,19.439999999999998,0,0,10,4
2552,26624-1-11,0.4,pass_outcome_incomplete,15.94,22.58,273.25,0.0,258.84,0.01,26624,1,11,-0.009999999999999787,0.0,0.009999999999999787,-5.189999999999998,208.14,0.024999999999999467,14.410000000000025,0,0,10,4
2553,26624-1-11,0.5,pass_outcome_incomplete,15.94,22.58,269.4,0.0,258.67,0.01,26624,1,11,0.0,0.0,0.0,-3.8500000000000227,-20.58000000000004,0.0,10.729999999999961,0,0,10,4
2554,26624-1-11,0.6,pass_outcome_incomplete,15.94,22.58,265.51,0.0,258.48,0.01,26624,1,11,0.0,0.0,0.0,-3.8899999999999864,-24.28000000000003,0.0,7.029999999999973,0,0,10,4
2555,26624-1-11,0.7,pass_outcome_incomplete,15.94,22.58,261.65,0.0,258.28,0.01,26624,1,11,0.0,0.0,0.0,-3.8600000000000136,-24.100000000000023,0.0,3.3700000000000045,0,0,10,4
2556,26624-1-11,0.8,pass_outcome_incomplete,15.94,22.58,257.98,0.0,258.07,0.01,26624,1,11,0.0,0.0,0.0,-3.669999999999959,-20.45999999999998,0.0,-0.08999999999997499,0,0,10,4
2557,26624-1-11,0.9,pass_outcome_incomplete,15.94,22.58,254.01,0.0,257.87,0.01,26624,1,11,0.0,0.0,0.0,-3.9700000000000273,-19.24000000000001,0.0,-3.8600000000000136,0,0,10,4
2558,26624-1-11,1.0,pass_outcome_incomplete,15.94,22.58,249.87,0.0,257.67,0.01,26624,1,11,0.0,0.0,0.0,-4.139999999999986,-19.529999999999973,0.0,-7.800000000000011,0,0,10,4
2559,26624-1-11,1.1,pass_outcome_incomplete,15.93,22.58,246.1,0.0,257.48,0.01,26624,1,11,-0.009999999999999787,0.0,0.009999999999999787,-3.7700000000000102,-19.409999999999997,0.009090909090908896,-11.380000000000024,0,0,10,4
2560,26624-1-11,1.2,pass_outcome_incomplete,15.93,22.58,243.41,0.0,257.29,0.01,26624,1,11,0.0,0.0,0.0,-2.6899999999999977,-18.23999999999998,0.0,-13.880000000000024,0,0,10,4
